Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,30.610000610351562,30.65999984741211,29.350000381469727,29.510000228881836,28.854618072509766,5216300
2021-01-05,29.5,29.899999618530273,29.25,29.84000015258789,29.177288055419922,4482700
2021-01-06,29.81999969482422,30.469999313354492,29.799999237060547,30.299999237060547,29.627071380615234,7262200
2021-01-07,30.3799991607666,30.43000030517578,29.6200008392334,29.6299991607666,28.971952438354492,4700200
2021-01-08,29.65999984741211,30.0,29.530000686645508,29.90999984741211,29.24573516845703,3207100
2021-01-11,29.899999618530273,30.540000915527344,29.860000610351562,30.200000762939453,29.529294967651367,5586600
2021-01-12,30.15999984741211,30.540000915527344,29.950000762939453,30.489999771118164,29.812854766845703,4413900
2021-01-13,30.600000381469727,30.940000534057617,30.510000228881836,30.790000915527344,30.106191635131836,3194500
2021-01-14,30.799999237060547,31.40999984741211,30.649999618530273,31.25,30.55597496032715,4649500
2021-01-15,31.1200008392334,31.739999771118164,30.760000228881836,31.670000076293945,30.966646194458008,4234200
2021-01-19,31.899999618530273,31.950000762939453,31.020000457763672,31.110000610351562,30.419084548950195,6089700
2021-01-20,31.0,31.3799991607666,30.700000762939453,31.329999923706055,30.634199142456055,4008800
2021-01-21,31.1200008392334,31.450000762939453,31.040000915527344,31.06999969482422,30.379972457885742,3139900
2021-01-22,31.079999923706055,31.43000030517578,30.799999237060547,31.270000457763672,30.575531005859375,2895400
2021-01-25,31.110000610351562,31.8799991607666,31.06999969482422,31.860000610351562,31.152429580688477,3962900
2021-01-26,31.940000534057617,32.130001068115234,31.639999389648438,31.93000030517578,31.22087287902832,5214400
2021-01-27,31.549999237060547,31.760000228881836,30.739999771118164,30.860000610351562,30.174638748168945,6183900
2021-01-28,30.850000381469727,31.34000015258789,30.670000076293945,30.860000610351562,30.174638748168945,3283500
2021-01-29,30.799999237060547,31.09000015258789,30.389999389648438,30.760000228881836,30.07685661315918,7042400
2021-02-01,30.709999084472656,31.25,30.219999313354492,31.18000030517578,30.487529754638672,4870300
2021-02-02,31.31999969482422,32.439998626708984,31.030000686645508,31.90999984741211,31.201316833496094,5320800
2021-02-03,31.799999237060547,32.56999969482422,31.729999542236328,32.400001525878906,31.680437088012695,5679300
2021-02-04,32.060001373291016,32.47999954223633,31.760000228881836,32.22999954223633,31.898168563842773,5397700
2021-02-05,32.349998474121094,32.650001525878906,32.029998779296875,32.279998779296875,31.947654724121094,4434200
2021-02-08,32.25,32.77000045776367,31.950000762939453,32.130001068115234,31.7992000579834,5512300
2021-02-09,32.16999816894531,32.529998779296875,31.93000030517578,32.529998779296875,32.1950798034668,3660200
2021-02-10,32.709999084472656,32.709999084472656,31.559999465942383,31.75,31.423110961914062,5120200
2021-02-11,31.8799991607666,31.93000030517578,31.0,31.1200008392334,30.799598693847656,4589700
2021-02-12,31.030000686645508,31.399999618530273,31.0,31.239999771118164,30.91836166381836,2494800
2021-02-16,31.389999389648438,32.119998931884766,31.170000076293945,31.93000030517578,31.601259231567383,5212900
2021-02-17,31.969999313354492,32.029998779296875,31.5,31.950000762939453,31.62105369567871,5297100
2021-02-18,31.59000015258789,35.38999938964844,31.59000015258789,34.25,33.89737319946289,18824000
2021-02-19,34.0,34.25,33.41999816894531,34.029998779296875,33.67963790893555,6317600
2021-02-22,34.25,34.439998626708984,33.529998779296875,33.880001068115234,33.53118133544922,3407900
2021-02-23,34.09000015258789,34.220001220703125,33.529998779296875,33.529998779296875,33.184783935546875,4190800
2021-02-24,33.560001373291016,34.33000183105469,33.54999923706055,34.25,33.89737319946289,4958000
2021-02-25,34.2400016784668,34.54999923706055,33.40999984741211,33.5099983215332,33.16498947143555,4660800
2021-02-26,33.66999816894531,33.810001373291016,33.09000015258789,33.13999938964844,32.79880142211914,4230600
2021-03-01,33.63999938964844,34.060001373291016,33.38999938964844,33.40999984741211,33.06602096557617,3292300
2021-03-02,33.34000015258789,33.470001220703125,32.79999923706055,32.810001373291016,32.472198486328125,3247700
2021-03-03,32.81999969482422,32.959999084472656,32.27000045776367,32.900001525878906,32.56127166748047,4283000
2021-03-04,33.0,33.470001220703125,32.720001220703125,33.220001220703125,32.87797927856445,5488800
2021-03-05,33.459999084472656,33.5,32.52000045776367,33.209999084472656,32.868080139160156,5516500
2021-03-08,33.47999954223633,33.58000183105469,33.18000030517578,33.369998931884766,33.026432037353516,4057200
2021-03-09,33.720001220703125,34.43000030517578,33.63999938964844,34.18000030517578,33.828094482421875,5601500
2021-03-10,34.27000045776367,34.869998931884766,34.25,34.54999923706055,34.19428253173828,3756500
2021-03-11,34.369998931884766,34.7599983215332,34.13999938964844,34.650001525878906,34.29325485229492,4867300
2021-03-12,34.84000015258789,35.0099983215332,34.459999084472656,34.93000030517578,34.57037353515625,4095100
2021-03-15,35.11000061035156,35.369998931884766,34.79999923706055,35.25,34.88707733154297,2960600
2021-03-16,35.13999938964844,36.880001068115234,35.09000015258789,35.560001373291016,35.193885803222656,4756800
2021-03-17,35.790000915527344,36.11000061035156,35.099998474121094,35.20000076293945,34.83759307861328,3474400
2021-03-18,35.15999984741211,35.4900016784668,34.59000015258789,34.630001068115234,34.273460388183594,4233100
